order_id,order_date,customer_id,customer_segment,region,country,city,category,product,channel,payment_method,fulfillment_status,quantity,unit_price,discount_pct,revenue,cost,profit
ORD-001235,2026-01-11,CUST-1711,Distributor,Central,United States,Denver,OTC,AllerFree Spray,Online,Bank Transfer,Delivered,6,18.97,0.1,102.44,37.19,65.25
ORD-001236,2025-12-26,CUST-1501,Distributor,North,United States,New York,OTC,AllerFree Spray,Sales Rep,Insurance,Delivered,13,21.61,0,280.93,114.47,166.46
ORD-001237,2025-02-23,CUST-1122,Retail,North,Canada,Toronto,Devices,BP Monitor,Retail Store,Card,Delivered,4,67.21,0.05,255.4,119.89,135.51
ORD-001238,2026-05-23,CUST-1088,Hospital,Central,Mexico,Guadalajara,Devices,Digital Thermometer,Online,Insurance,Cancelled,6,21.62,0.05,0,0.0,0.0
ORD-001239,2024-12-25,CUST-1219,Retail,North,United States,Chicago,Prescription,NeuroCalm Plus,Online,Wallet,Delivered,2,50.78,0.03,98.51,43.38,55.13
ORD-001240,2026-02-26,CUST-1658,Hospital,South,United States,Miami,OTC,ColdAway Syrup,Online,Card,Delivered,5,15.62,0.03,75.76,28.13,47.62
ORD-001241,2024-10-03,CUST-1134,Retail,North,United States,Chicago,Prescription,CardioRelief 10mg,Retail Store,Wallet,Cancelled,8,42.7,0.1,0,0.0,0.0
ORD-001242,2025-07-17,CUST-1794,Clinic,South,United States,Austin,Prescription,NeuroCalm Plus,Retail Store,Wallet,Delivered,3,48.4,0.05,137.94,62.64,75.3
ORD-001243,2024-10-20,CUST-1758,Hospital,Central,United States,Kansas City,OTC,AllerFree Spray,Online,Insurance,Delivered,8,18.21,0.1,131.11,48.53,82.59
ORD-001244,2025-03-22,CUST-1121,Clinic,Central,United States,Kansas City,OTC,AllerFree Spray,Online,Card,Cancelled,3,17.35,0.05,0,0.0,0.0
ORD-001245,2024-07-14,CUST-1600,Retail,West,United States,Seattle,Wellness,Protein Plus Sachets,Sales Rep,Bank Transfer,Delivered,3,40.67,0.05,115.91,52.14,63.77
ORD-001246,2025-04-30,CUST-1492,Distributor,South,Mexico,Monterrey,Prescription,GlucoBalance XR,Sales Rep,Card,Delivered,11,46.75,0,514.25,234.89,279.36
ORD-001247,2025-11-20,CUST-1502,Retail,South,Mexico,Monterrey,OTC,DigestWell Caps,Online,Bank Transfer,Cancelled,7,17.5,0.1,0,0.0,0.0
ORD-001248,2026-03-21,CUST-1527,Distributor,Central,United States,Kansas City,OTC,PainEase Tablets,Partner,Bank Transfer,Delivered,14,9.69,0,135.66,43.39,92.27
ORD-001249,2026-05-26,CUST-1129,Hospital,South,United States,Austin,Devices,BP Monitor,Partner,Bank Transfer,Delivered,2,73.32,0.03,142.24,68.95,73.29
ORD-001250,2024-09-01,CUST-1734,Retail,West,Canada,Vancouver,Wellness,Vitamin D3 Drops,Online,Wallet,Delivered,4,23.61,0.08,86.88,32.04,54.84
ORD-001251,2024-11-29,CUST-1266,Hospital,Central,United States,Kansas City,OTC,PainEase Tablets,Online,Insurance,Returned,3,13.03,0.08,8.99,3.04,5.95
ORD-001252,2025-04-30,CUST-1685,Retail,Central,United States,Denver,OTC,AllerFree Spray,Sales Rep,Wallet,Delivered,3,17.84,0.1,48.17,19.23,28.94
ORD-001253,2024-10-02,CUST-1203,Retail,North,United States,Chicago,OTC,PainEase Tablets,Sales Rep,Wallet,Returned,8,11.21,0.08,20.63,7.22,13.4
ORD-001254,2026-01-02,CUST-1750,Retail,South,United States,Austin,Wellness,OmegaCare Softgels,Online,Wallet,Cancelled,4,32.16,0.03,0,0.0,0.0
ORD-001255,2025-04-29,CUST-1553,Hospital,West,United States,Seattle,Wellness,Vitamin D3 Drops,Online,Bank Transfer,Delivered,6,25.3,0.03,147.25,60.08,87.16
ORD-001256,2025-10-18,CUST-1020,Retail,West,United States,San Diego,Prescription,NeuroCalm Plus,Partner,Insurance,Returned,4,46.34,0.08,42.63,18.54,24.09
ORD-001257,2026-02-09,CUST-1071,Clinic,Central,Mexico,Guadalajara,Prescription,NeuroCalm Plus,Online,Bank Transfer,Returned,8,37.25,0.1,67.05,28.6,38.45
ORD-001258,2025-10-16,CUST-1531,Distributor,Central,Mexico,Guadalajara,Prescription,GlucoBalance XR,Partner,Bank Transfer,Delivered,11,45.68,0.1,452.23,227.71,224.52
ORD-001259,2025-12-14,CUST-1567,Clinic,North,United States,New York,Prescription,CardioRelief 10mg,Retail Store,Wallet,Delivered,4,43.36,0,173.44,71.78,101.66
ORD-001260,2026-04-15,CUST-1062,Clinic,Central,United States,Kansas City,Wellness,Protein Plus Sachets,Partner,Card,Delivered,6,29.35,0.12,154.97,68.57,86.4
ORD-001261,2026-01-09,CUST-1166,Distributor,West,United States,Seattle,Prescription,NeuroCalm Plus,Retail Store,Bank Transfer,Cancelled,11,51.18,0,0,0.0,0.0
ORD-001262,2025-05-23,CUST-1669,Clinic,North,United States,New York,Devices,Digital Thermometer,Online,Bank Transfer,Cancelled,1,21.93,0.03,0,0.0,0.0
ORD-001263,2026-05-05,CUST-1049,Retail,North,Canada,Toronto,Prescription,GlucoBalance XR,Retail Store,Bank Transfer,Delivered,8,51.85,0,414.8,183.89,230.91
ORD-001264,2025-07-25,CUST-1620,Retail,South,United States,Austin,Wellness,Vitamin D3 Drops,Partner,Card,Returned,8,22.39,0.03,43.44,15.73,27.71
ORD-001265,2026-02-23,CUST-1760,Retail,Central,United States,Denver,Prescription,RespiraClear,Online,Wallet,Delivered,1,29.48,0.12,25.94,10.37,15.57
ORD-001266,2025-05-12,CUST-1666,Retail,South,United States,Austin,Devices,Pulse Oximeter,Online,Insurance,Returned,4,49.65,0.12,43.69,16.58,27.11
ORD-001267,2025-12-24,CUST-1008,Retail,South,United States,Miami,Wellness,Vitamin D3 Drops,Online,Insurance,Delivered,7,24.35,0.03,165.34,68.83,96.5
ORD-001268,2024-12-16,CUST-1067,Retail,West,United States,San Diego,Devices,Pulse Oximeter,Partner,Card,Cancelled,6,70.6,0.05,0,0.0,0.0
ORD-001269,2024-09-08,CUST-1195,Clinic,West,United States,Seattle,Wellness,OmegaCare Softgels,Retail Store,Wallet,Delivered,4,34.54,0,138.16,54.7,83.46
ORD-001270,2024-06-28,CUST-1026,Retail,West,United States,San Diego,Devices,BP Monitor,Sales Rep,Bank Transfer,Delivered,5,87.74,0.12,386.06,185.5,200.56
ORD-001271,2025-12-23,CUST-1062,Retail,Central,United States,Denver,Devices,Digital Thermometer,Online,Wallet,Delivered,8,22.45,0.03,174.21,58.4,115.81
ORD-001272,2024-10-12,CUST-1109,Distributor,Central,United States,Kansas City,Wellness,Vitamin D3 Drops,Online,Insurance,Delivered,5,22.01,0.1,99.05,39.56,59.49
ORD-001273,2025-02-11,CUST-1415,Clinic,North,United States,New York,Prescription,GlucoBalance XR,Sales Rep,Wallet,Delivered,1,52.29,0.1,47.06,21.63,25.43
ORD-001274,2025-06-15,CUST-1435,Distributor,West,United States,San Diego,OTC,DigestWell Caps,Online,Bank Transfer,Delivered,15,18.77,0.05,267.47,91.7,175.77
ORD-001275,2025-08-19,CUST-1121,Retail,Central,United States,Denver,Devices,BP Monitor,Partner,Card,Returned,1,60.17,0.1,13.54,5.79,7.75
ORD-001276,2024-09-01,CUST-1013,Retail,Central,Mexico,Guadalajara,Prescription,CardioRelief 10mg,Retail Store,Card,Delivered,8,33.59,0.1,241.85,96.38,145.46
ORD-001277,2025-05-17,CUST-1418,Retail,Central,United States,Denver,Wellness,Immunity Gummies,Online,Wallet,Delivered,1,18.14,0.03,17.6,6.52,11.08
ORD-001278,2025-03-22,CUST-1204,Retail,Central,Mexico,Guadalajara,Prescription,CardioRelief 10mg,Online,Wallet,Delivered,6,40.81,0.05,232.62,99.9,132.72
ORD-001279,2025-11-23,CUST-1259,Hospital,North,United States,New York,Prescription,GlucoBalance XR,Online,Wallet,Cancelled,6,63.64,0.12,0,0.0,0.0
ORD-001280,2026-02-12,CUST-1447,Retail,North,United States,Chicago,Prescription,CardioRelief 10mg,Partner,Wallet,Delivered,7,38.54,0.08,248.2,113.93,134.27
ORD-001281,2026-05-18,CUST-1412,Hospital,North,United States,Chicago,OTC,PainEase Tablets,Retail Store,Wallet,Delivered,8,10.75,0,86.0,31.48,54.52
ORD-001282,2024-07-22,CUST-1258,Hospital,West,Canada,Vancouver,OTC,AllerFree Spray,Partner,Card,Delivered,8,21.11,0.12,148.61,56.18,92.44
ORD-001283,2026-05-18,CUST-1724,Clinic,South,Mexico,Monterrey,Prescription,NeuroCalm Plus,Retail Store,Card,Cancelled,5,45.0,0.05,0,0.0,0.0
ORD-001284,2025-04-01,CUST-1541,Hospital,North,United States,Chicago,Prescription,GlucoBalance XR,Retail Store,Wallet,Cancelled,8,63.59,0.08,0,0.0,0.0
ORD-001285,2025-06-27,CUST-1152,Hospital,South,United States,Miami,Wellness,Vitamin D3 Drops,Partner,Bank Transfer,Returned,5,19.05,0.08,21.91,9.17,12.74
ORD-001286,2025-04-27,CUST-1527,Hospital,Central,United States,Kansas City,OTC,ColdAway Syrup,Online,Insurance,Delivered,7,12.45,0.12,76.69,28.44,48.25
ORD-001287,2024-11-17,CUST-1219,Retail,Central,United States,Denver,OTC,ColdAway Syrup,Partner,Wallet,Delivered,7,16.39,0.12,100.96,34.25,66.71
ORD-001288,2026-04-08,CUST-1097,Retail,South,United States,Austin,Prescription,RespiraClear,Online,Card,Delivered,1,32.13,0.12,28.27,11.83,16.44
ORD-001289,2025-12-03,CUST-1072,Retail,South,United States,Austin,Prescription,RespiraClear,Retail Store,Wallet,Delivered,5,38.52,0.1,173.34,65.73,107.61
ORD-001290,2025-11-17,CUST-1382,Clinic,South,United States,Austin,Devices,BP Monitor,Retail Store,Wallet,Delivered,4,78.97,0.08,290.61,143.79,146.82
ORD-001291,2025-04-24,CUST-1389,Retail,North,United States,New York,Devices,Pulse Oximeter,Online,Card,Returned,8,56.45,0.03,109.51,46.2,63.31
ORD-001292,2025-10-25,CUST-1573,Clinic,North,Canada,Toronto,Prescription,RespiraClear,Sales Rep,Bank Transfer,Cancelled,5,36.76,0.1,0,0.0,0.0
ORD-001293,2025-05-30,CUST-1090,Clinic,Central,Mexico,Guadalajara,OTC,DigestWell Caps,Online,Wallet,Cancelled,4,16.22,0.05,0,0.0,0.0
ORD-001294,2025-10-13,CUST-1229,Distributor,North,United States,Chicago,Prescription,RespiraClear,Retail Store,Insurance,Delivered,10,35.77,0.12,314.78,130.16,184.62
ORD-001295,2024-12-04,CUST-1718,Hospital,North,United States,Chicago,Wellness,Immunity Gummies,Sales Rep,Insurance,Returned,5,24.36,0.1,27.41,10.83,16.57
ORD-001296,2025-08-14,CUST-1066,Retail,Central,Mexico,Guadalajara,Wellness,Protein Plus Sachets,Online,Wallet,Cancelled,1,29.98,0.1,0,0.0,0.0
ORD-001297,2026-01-15,CUST-1559,Retail,North,United States,Chicago,Prescription,NeuroCalm Plus,Sales Rep,Bank Transfer,Delivered,4,58.88,0.08,216.68,94.0,122.68
ORD-001298,2026-02-19,CUST-1404,Retail,West,Canada,Vancouver,Prescription,GlucoBalance XR,Partner,Wallet,Delivered,1,65.23,0.03,63.27,32.05,31.23
ORD-001299,2025-04-04,CUST-1774,Retail,North,United States,Chicago,Prescription,RespiraClear,Partner,Bank Transfer,Delivered,2,31.93,0,63.86,26.54,37.32
ORD-001300,2025-07-23,CUST-1260,Retail,South,Mexico,Monterrey,OTC,PainEase Tablets,Online,Insurance,Returned,1,10.62,0.03,2.58,0.81,1.76
ORD-001301,2025-06-04,CUST-1127,Clinic,Central,United States,Kansas City,OTC,ColdAway Syrup,Partner,Card,Delivered,5,14.31,0.08,65.83,22.35,43.48
ORD-001302,2025-08-01,CUST-1495,Retail,South,Mexico,Monterrey,OTC,ColdAway Syrup,Online,Card,Cancelled,7,15.25,0.08,0,0.0,0.0
ORD-001303,2025-12-12,CUST-1148,Hospital,West,Canada,Vancouver,Wellness,OmegaCare Softgels,Partner,Card,Delivered,1,37.82,0.08,34.79,15.39,19.4
ORD-001304,2025-05-01,CUST-1271,Hospital,West,United States,San Diego,Prescription,RespiraClear,Sales Rep,Wallet,Delivered,3,39.23,0.12,103.57,41.62,61.94
ORD-001305,2025-06-26,CUST-1602,Hospital,Central,Mexico,Guadalajara,Wellness,OmegaCare Softgels,Retail Store,Insurance,Cancelled,5,27.21,0,0,0.0,0.0
ORD-001306,2024-07-30,CUST-1390,Hospital,North,United States,New York,Devices,Digital Thermometer,Partner,Card,Delivered,8,27.29,0.03,211.77,72.09,139.68
ORD-001307,2026-02-01,CUST-1726,Hospital,Central,United States,Denver,OTC,ColdAway Syrup,Partner,Bank Transfer,Delivered,7,12.53,0.05,83.32,28.79,54.53
ORD-001308,2024-07-21,CUST-1139,Hospital,West,United States,San Diego,Prescription,NeuroCalm Plus,Online,Insurance,Delivered,1,51.67,0.12,45.47,20.7,24.77
ORD-001309,2026-04-30,CUST-1628,Retail,South,United States,Austin,OTC,AllerFree Spray,Online,Wallet,Returned,5,19.34,0.12,21.27,8.55,12.72
ORD-001310,2025-04-15,CUST-1453,Clinic,North,United States,Chicago,OTC,DigestWell Caps,Online,Insurance,Delivered,6,17.38,0.05,99.07,34.62,64.45
ORD-001311,2025-11-01,CUST-1378,Clinic,Central,United States,Kansas City,OTC,ColdAway Syrup,Sales Rep,Insurance,Delivered,1,14.83,0.03,14.39,5.47,8.91
ORD-001312,2024-07-26,CUST-1355,Retail,South,Mexico,Monterrey,Wellness,Protein Plus Sachets,Retail Store,Bank Transfer,Delivered,2,32.31,0.05,61.39,27.46,33.93
ORD-001313,2025-03-29,CUST-1489,Distributor,Central,United States,Denver,Devices,Digital Thermometer,Online,Wallet,Delivered,6,23.59,0.08,130.22,42.48,87.74
ORD-001314,2024-11-29,CUST-1515,Retail,West,Canada,Vancouver,Prescription,GlucoBalance XR,Online,Insurance,Delivered,5,70.27,0,351.35,154.36,196.99
ORD-001315,2024-09-19,CUST-1506,Clinic,North,United States,New York,OTC,DigestWell Caps,Sales Rep,Bank Transfer,Delivered,8,18.1,0.08,133.22,46.49,86.73
ORD-001316,2024-06-14,CUST-1269,Hospital,South,Mexico,Monterrey,Prescription,CardioRelief 10mg,Sales Rep,Bank Transfer,Returned,5,37.67,0.12,41.44,17.56,23.88
ORD-001317,2024-12-26,CUST-1440,Clinic,North,United States,New York,Wellness,Protein Plus Sachets,Sales Rep,Insurance,Delivered,5,38.21,0.08,175.77,75.38,100.38
ORD-001318,2025-06-13,CUST-1126,Hospital,North,United States,Chicago,Wellness,Protein Plus Sachets,Sales Rep,Bank Transfer,Delivered,5,40.52,0.03,196.52,83.84,112.68
ORD-001319,2025-02-16,CUST-1346,Retail,West,United States,San Diego,OTC,AllerFree Spray,Partner,Bank Transfer,Returned,5,21.43,0.05,25.45,9.91,15.54
ORD-001320,2025-03-20,CUST-1503,Distributor,North,United States,New York,Devices,Digital Thermometer,Online,Card,Returned,18,25.04,0.12,99.16,33.93,65.23
ORD-001321,2025-10-15,CUST-1701,Clinic,South,United States,Austin,OTC,DigestWell Caps,Retail Store,Bank Transfer,Delivered,3,14.23,0.1,38.42,13.53,24.89
ORD-001322,2026-02-12,CUST-1731,Retail,West,Canada,Vancouver,Wellness,Protein Plus Sachets,Retail Store,Bank Transfer,Delivered,7,42.16,0,295.12,124.76,170.36
ORD-001323,2026-03-02,CUST-1012,Hospital,West,Canada,Vancouver,Prescription,GlucoBalance XR,Partner,Card,Delivered,4,57.24,0.03,222.09,110.75,111.34
ORD-001324,2025-03-21,CUST-1176,Distributor,North,Canada,Toronto,Devices,Digital Thermometer,Retail Store,Insurance,Cancelled,17,26.76,0.08,0,0.0,0.0
ORD-001325,2025-11-30,CUST-1222,Hospital,West,United States,San Diego,Prescription,NeuroCalm Plus,Partner,Wallet,Delivered,6,59.17,0.08,326.62,149.4,177.22
ORD-001326,2025-02-02,CUST-1524,Clinic,North,Canada,Toronto,Wellness,Vitamin D3 Drops,Partner,Insurance,Delivered,2,21.25,0.08,39.1,16.37,22.73
ORD-001327,2024-08-02,CUST-1719,Hospital,Central,Mexico,Guadalajara,Devices,Nebulizer Kit,Partner,Bank Transfer,Cancelled,5,61.53,0.05,0,0.0,0.0
ORD-001328,2024-07-08,CUST-1390,Clinic,West,United States,San Diego,Wellness,Vitamin D3 Drops,Online,Insurance,Delivered,2,26.24,0.1,47.23,18.54,28.69
ORD-001329,2025-11-16,CUST-1115,Clinic,South,Mexico,Monterrey,Prescription,GlucoBalance XR,Retail Store,Wallet,Delivered,4,54.77,0,219.08,97.22,121.86
ORD-001330,2026-05-30,CUST-1119,Hospital,South,United States,Austin,Prescription,GlucoBalance XR,Retail Store,Card,Delivered,4,48.0,0,192.0,83.67,108.33
ORD-001331,2025-08-19,CUST-1646,Retail,North,United States,New York,Prescription,GlucoBalance XR,Retail Store,Wallet,Returned,7,52.15,0,91.26,42.95,48.31
ORD-001332,2025-06-28,CUST-1566,Retail,North,Canada,Toronto,Wellness,Vitamin D3 Drops,Online,Insurance,Delivered,2,22.05,0.12,38.81,14.49,24.31
ORD-001333,2025-03-10,CUST-1199,Hospital,North,Canada,Toronto,Devices,Pulse Oximeter,Online,Insurance,Returned,7,57.99,0.1,91.33,37.36,53.97
ORD-001334,2025-09-12,CUST-1285,Retail,North,United States,New York,Prescription,NeuroCalm Plus,Partner,Insurance,Delivered,7,53.65,0,375.55,165.48,210.07
ORD-001335,2025-08-21,CUST-1275,Retail,Central,United States,Denver,Devices,Nebulizer Kit,Sales Rep,Card,Delivered,7,61.25,0.12,377.3,159.38,217.92
ORD-001336,2025-03-16,CUST-1408,Distributor,West,United States,San Diego,Prescription,RespiraClear,Partner,Insurance,Delivered,1,38.26,0.1,34.43,13.72,20.71
ORD-001337,2024-12-17,CUST-1144,Hospital,North,Canada,Toronto,Wellness,Protein Plus Sachets,Online,Wallet,Cancelled,7,40.11,0.03,0,0.0,0.0
ORD-001338,2025-01-26,CUST-1579,Hospital,South,United States,Miami,OTC,DigestWell Caps,Partner,Card,Cancelled,7,18.26,0.1,0,0.0,0.0
ORD-001339,2024-12-02,CUST-1386,Retail,North,United States,Chicago,OTC,DigestWell Caps,Partner,Card,Returned,6,19.61,0,29.41,10.41,19.01
ORD-001340,2025-09-09,CUST-1309,Distributor,South,United States,Austin,Wellness,OmegaCare Softgels,Online,Card,Delivered,17,27.63,0.03,455.62,187.69,267.93
ORD-001341,2025-05-10,CUST-1467,Distributor,West,United States,Seattle,OTC,ColdAway Syrup,Partner,Insurance,Delivered,17,15.34,0,260.78,93.29,167.49
ORD-001342,2024-09-07,CUST-1412,Retail,Central,United States,Kansas City,Wellness,OmegaCare Softgels,Online,Bank Transfer,Delivered,3,24.62,0.1,66.47,28.87,37.6
ORD-001343,2026-01-23,CUST-1270,Hospital,South,United States,Austin,OTC,PainEase Tablets,Retail Store,Insurance,Cancelled,2,12.22,0.12,0,0.0,0.0
ORD-001344,2024-07-17,CUST-1591,Retail,North,Canada,Toronto,Prescription,GlucoBalance XR,Online,Bank Transfer,Returned,6,56.65,0.1,76.48,33.8,42.68
ORD-001345,2024-08-04,CUST-1419,Clinic,Central,United States,Denver,Prescription,NeuroCalm Plus,Online,Insurance,Delivered,7,39.49,0.12,243.26,116.45,126.81
ORD-001346,2024-11-29,CUST-1738,Clinic,South,United States,Austin,Devices,Nebulizer Kit,Online,Insurance,Returned,3,70.69,0.1,47.72,19.95,27.76
ORD-001347,2024-12-05,CUST-1092,Clinic,Central,Mexico,Guadalajara,Prescription,CardioRelief 10mg,Sales Rep,Bank Transfer,Cancelled,3,42.9,0.12,0,0.0,0.0
ORD-001348,2024-06-07,CUST-1656,Distributor,Central,Mexico,Guadalajara,Devices,Digital Thermometer,Partner,Card,Delivered,16,18.95,0.05,288.04,101.79,186.25
ORD-001349,2026-04-04,CUST-1044,Retail,North,Canada,Toronto,Prescription,NeuroCalm Plus,Retail Store,Insurance,Delivered,2,46.51,0.08,85.58,35.93,49.65
ORD-001350,2024-08-12,CUST-1495,Retail,North,Canada,Toronto,Prescription,RespiraClear,Online,Insurance,Returned,7,35.1,0.12,54.05,20.44,33.61
ORD-001351,2026-03-24,CUST-1607,Clinic,West,Canada,Vancouver,Devices,Digital Thermometer,Partner,Bank Transfer,Delivered,3,27.09,0.1,73.14,24.01,49.13
ORD-001352,2024-09-27,CUST-1738,Hospital,West,United States,Seattle,Devices,Nebulizer Kit,Online,Bank Transfer,Returned,7,70.8,0,123.9,57.19,66.71
ORD-001353,2024-07-07,CUST-1574,Retail,West,Canada,Vancouver,Devices,Pulse Oximeter,Sales Rep,Wallet,Delivered,5,53.95,0.03,261.66,102.18,159.48
ORD-001354,2025-08-23,CUST-1155,Distributor,North,United States,Chicago,Prescription,GlucoBalance XR,Online,Wallet,Delivered,9,57.9,0.03,505.47,231.39,274.08
ORD-001355,2024-12-16,CUST-1554,Hospital,West,Canada,Vancouver,OTC,DigestWell Caps,Partner,Bank Transfer,Returned,4,23.03,0.05,21.88,8.14,13.74
ORD-001356,2025-07-21,CUST-1456,Retail,West,United States,Seattle,OTC,PainEase Tablets,Sales Rep,Wallet,Delivered,3,12.75,0.05,36.34,12.03,24.31
ORD-001357,2025-06-08,CUST-1009,Hospital,Central,United States,Kansas City,Devices,Digital Thermometer,Online,Card,Delivered,7,19.44,0.1,122.47,38.36,84.11
ORD-001358,2024-06-29,CUST-1102,Retail,West,United States,Seattle,OTC,AllerFree Spray,Retail Store,Wallet,Delivered,2,22.63,0,45.26,18.44,26.82
ORD-001359,2025-03-30,CUST-1181,Distributor,North,Canada,Toronto,Wellness,Protein Plus Sachets,Online,Bank Transfer,Delivered,15,38.15,0,572.25,259.31,312.94
ORD-001360,2026-05-17,CUST-1682,Retail,West,United States,Seattle,Wellness,Protein Plus Sachets,Sales Rep,Bank Transfer,Delivered,2,39.57,0,79.14,37.01,42.13
ORD-001361,2024-08-20,CUST-1187,Retail,West,United States,Seattle,Prescription,NeuroCalm Plus,Sales Rep,Insurance,Delivered,6,45.72,0.03,266.09,126.69,139.4
ORD-001362,2025-03-17,CUST-1453,Distributor,Central,Mexico,Guadalajara,Devices,BP Monitor,Online,Bank Transfer,Returned,2,73.87,0.08,33.98,14.63,19.35
ORD-001363,2026-03-22,CUST-1067,Clinic,North,United States,Chicago,Devices,Nebulizer Kit,Retail Store,Card,Delivered,1,69.46,0.12,61.12,27.34,33.79
ORD-001364,2024-12-26,CUST-1032,Clinic,West,Canada,Vancouver,Prescription,RespiraClear,Sales Rep,Bank Transfer,Delivered,2,35.03,0.05,66.56,25.66,40.9
ORD-001365,2025-01-13,CUST-1558,Hospital,North,United States,New York,OTC,AllerFree Spray,Retail Store,Insurance,Delivered,6,24.39,0.1,131.71,53.19,78.52
ORD-001366,2025-07-03,CUST-1583,Hospital,West,Canada,Vancouver,OTC,PainEase Tablets,Online,Card,Delivered,2,11.19,0.08,20.59,7.52,13.07
ORD-001367,2025-10-02,CUST-1490,Retail,Central,Mexico,Guadalajara,Wellness,Protein Plus Sachets,Retail Store,Insurance,Returned,5,28.26,0.12,31.09,14.54,16.54
ORD-001368,2026-01-16,CUST-1502,Retail,South,Mexico,Monterrey,Wellness,OmegaCare Softgels,Partner,Wallet,Delivered,6,33.06,0,198.36,76.68,121.68
ORD-001369,2024-06-12,CUST-1133,Retail,West,United States,San Diego,OTC,PainEase Tablets,Online,Wallet,Delivered,2,12.61,0.08,23.2,7.65,15.55
ORD-001370,2026-04-09,CUST-1097,Retail,Central,Mexico,Guadalajara,Prescription,CardioRelief 10mg,Retail Store,Card,Delivered,3,34.1,0.03,99.23,41.36,57.87
ORD-001371,2025-05-31,CUST-1423,Distributor,North,Canada,Toronto,Prescription,CardioRelief 10mg,Retail Store,Insurance,Delivered,8,36.99,0.1,266.33,115.54,150.78
ORD-001372,2026-02-22,CUST-1467,Retail,North,United States,New York,Prescription,GlucoBalance XR,Retail Store,Insurance,Delivered,1,54.5,0.12,47.96,21.94,26.02
ORD-001373,2026-01-29,CUST-1246,Distributor,West,Canada,Vancouver,Wellness,Protein Plus Sachets,Online,Wallet,Cancelled,14,40.48,0.08,0,0.0,0.0
ORD-001374,2024-12-09,CUST-1711,Retail,North,Canada,Toronto,Wellness,OmegaCare Softgels,Online,Bank Transfer,Cancelled,2,31.48,0.08,0,0.0,0.0
ORD-001375,2025-12-16,CUST-1172,Clinic,North,United States,New York,Prescription,RespiraClear,Partner,Card,Delivered,1,35.44,0.08,32.6,13.8,18.81
ORD-001376,2025-11-17,CUST-1096,Distributor,North,United States,Chicago,Wellness,OmegaCare Softgels,Retail Store,Wallet,Delivered,16,35.29,0.12,496.88,204.22,292.67
ORD-001377,2024-08-23,CUST-1481,Hospital,Central,United States,Denver,Prescription,CardioRelief 10mg,Online,Bank Transfer,Cancelled,6,37.23,0.08,0,0.0,0.0
ORD-001378,2025-01-29,CUST-1221,Hospital,Central,Mexico,Guadalajara,Wellness,Vitamin D3 Drops,Partner,Card,Delivered,8,22.85,0.12,160.86,63.78,97.08
ORD-001379,2025-11-04,CUST-1673,Distributor,South,Mexico,Monterrey,OTC,DigestWell Caps,Retail Store,Card,Delivered,9,17.26,0.05,147.57,54.68,92.9
ORD-001380,2024-11-29,CUST-1234,Clinic,South,Mexico,Monterrey,Devices,Pulse Oximeter,Online,Bank Transfer,Delivered,4,56.67,0.1,204.01,76.74,127.27
ORD-001381,2026-04-02,CUST-1765,Retail,North,United States,Chicago,Wellness,OmegaCare Softgels,Online,Card,Delivered,4,31.57,0.12,111.13,49.36,61.76
ORD-001382,2024-10-09,CUST-1731,Retail,South,Mexico,Monterrey,Prescription,NeuroCalm Plus,Online,Bank Transfer,Delivered,1,45.64,0,45.64,19.81,25.83
ORD-001383,2026-05-14,CUST-1795,Hospital,South,Mexico,Monterrey,Prescription,GlucoBalance XR,Online,Bank Transfer,Delivered,2,48.97,0.12,86.19,38.52,47.66
ORD-001384,2026-04-30,CUST-1450,Retail,West,United States,Seattle,OTC,DigestWell Caps,Retail Store,Wallet,Delivered,1,17.67,0.1,15.9,5.33,10.58
ORD-001385,2026-05-02,CUST-1699,Hospital,North,Canada,Toronto,OTC,DigestWell Caps,Online,Card,Delivered,1,18.37,0.1,16.53,5.41,11.13
ORD-001386,2024-10-01,CUST-1282,Hospital,North,United States,New York,OTC,DigestWell Caps,Sales Rep,Card,Delivered,1,16.69,0.12,14.69,5.17,9.51
ORD-001387,2024-09-30,CUST-1415,Hospital,South,United States,Austin,Wellness,Protein Plus Sachets,Partner,Insurance,Delivered,7,33.04,0.1,208.15,85.08,123.07
ORD-001388,2025-06-28,CUST-1524,Distributor,Central,United States,Kansas City,Devices,Nebulizer Kit,Sales Rep,Wallet,Delivered,8,57.6,0.03,446.98,179.41,267.57
ORD-001389,2025-04-04,CUST-1201,Retail,West,Canada,Vancouver,OTC,ColdAway Syrup,Partner,Insurance,Delivered,1,15.84,0.08,14.57,5.16,9.42
ORD-001390,2025-06-21,CUST-1394,Retail,South,Mexico,Monterrey,Wellness,OmegaCare Softgels,Online,Bank Transfer,Cancelled,3,26.81,0.03,0,0.0,0.0
ORD-001391,2026-04-13,CUST-1670,Distributor,North,United States,Chicago,OTC,ColdAway Syrup,Online,Insurance,Returned,5,17.08,0.12,18.79,6.59,12.19
ORD-001392,2025-11-29,CUST-1632,Hospital,North,Canada,Toronto,Prescription,GlucoBalance XR,Retail Store,Card,Delivered,8,71.53,0.1,515.02,259.5,255.52
ORD-001393,2026-04-05,CUST-1245,Retail,South,Mexico,Monterrey,Wellness,Protein Plus Sachets,Online,Bank Transfer,Delivered,7,31.24,0.03,212.12,94.22,117.9
